date,region,number
07/12/2020,West Midlands,1734
06/12/2020,West Midlands,1129
05/12/2020,West Midlands,1106
04/12/2020,West Midlands,1390
03/12/2020,West Midlands,1348
11/06/2020,South East,93
02/12/2020,West Midlands,1469
01/12/2020,West Midlands,1529
21/10/2020,South West,1359
30/11/2020,West Midlands,1699
20/10/2020,South West,1137
29/11/2020,West Midlands,1120
19/10/2020,South West,1125
18/10/2020,South West,586
17/10/2020,South West,643
28/11/2020,West Midlands,1135
16/10/2020,South West,780
27/11/2020,West Midlands,1562
15/10/2020,South West,672
26/11/2020,West Midlands,1695
25/11/2020,West Midlands,1912
24/11/2020,West Midlands,2023
23/11/2020,West Midlands,2242
22/11/2020,West Midlands,1472
14/10/2020,South West,853
10/06/2020,South East,125
13/10/2020,South West,949
12/10/2020,South West,745
11/10/2020,South West,478
10/10/2020,South West,562
09/10/2020,South West,759
08/10/2020,South West,839
21/11/2020,West Midlands,1589
20/11/2020,West Midlands,2303
19/11/2020,West Midlands,2372
07/10/2020,South West,794
06/10/2020,South West,646
05/10/2020,South West,647
04/10/2020,South West,429
09/06/2020,South East,114
08/06/2020,South East,121
07/06/2020,South East,61
06/06/2020,South East,85
05/06/2020,South East,140
18/11/2020,West Midlands,2609
03/10/2020,South West,396
02/10/2020,South West,416
04/06/2020,South East,158
03/06/2020,South East,136
02/06/2020,South East,218
01/06/2020,South East,184
31/05/2020,South East,134
30/05/2020,South East,132
29/05/2020,South East,163
28/05/2020,South East,202
27/05/2020,South East,202
26/05/2020,South East,182
17/11/2020,West Midlands,3030
16/11/2020,West Midlands,3386
15/11/2020,West Midlands,2027
14/11/2020,West Midlands,2360
13/11/2020,West Midlands,3044
12/11/2020,West Midlands,3098
11/11/2020,West Midlands,3535
25/05/2020,South East,187
24/05/2020,South East,150
23/05/2020,South East,121
22/05/2020,South East,247
01/10/2020,South West,391
30/09/2020,South West,394
29/09/2020,South West,268
28/09/2020,South West,318
27/09/2020,South West,118
26/09/2020,South West,130
25/09/2020,South West,217
24/09/2020,South West,207
23/09/2020,South West,171
21/05/2020,South East,303
20/05/2020,South East,340
19/05/2020,South East,386
10/11/2020,West Midlands,3641
18/05/2020,South East,359
09/11/2020,West Midlands,3929
08/11/2020,West Midlands,2448
07/11/2020,West Midlands,2268
06/11/2020,West Midlands,2795
05/11/2020,West Midlands,2833
17/05/2020,South East,222
16/05/2020,South East,191
15/05/2020,South East,263
22/09/2020,South West,150
21/09/2020,South West,150
20/09/2020,South West,143
19/09/2020,South West,126
14/05/2020,South East,295
18/09/2020,South West,124
17/09/2020,South West,107
16/09/2020,South West,74
15/09/2020,South West,86
04/11/2020,West Midlands,2741
03/11/2020,West Midlands,3102
02/11/2020,West Midlands,3644
01/11/2020,West Midlands,1614
31/10/2020,West Midlands,1939
30/10/2020,West Midlands,2590
29/10/2020,West Midlands,2487
13/05/2020,South East,484
14/09/2020,South West,77
28/10/2020,West Midlands,2541
27/10/2020,West Midlands,2426
12/05/2020,South East,411
11/05/2020,South East,477
10/05/2020,South East,308
26/10/2020,West Midlands,2634
25/10/2020,West Midlands,1588
24/10/2020,West Midlands,1545
09/05/2020,South East,247
08/05/2020,South East,352
13/09/2020,South West,55
23/10/2020,West Midlands,2034
07/05/2020,South East,420
06/05/2020,South East,444
05/05/2020,South East,474
04/05/2020,South East,488
03/05/2020,South East,363
02/05/2020,South East,417
01/05/2020,South East,523
30/04/2020,South East,650
29/04/2020,South East,690
28/04/2020,South East,659
12/09/2020,South West,63
27/04/2020,South East,555
26/04/2020,South East,501
25/04/2020,South East,517
24/04/2020,South East,657
23/04/2020,South East,680
22/04/2020,South East,693
22/10/2020,West Midlands,2111
21/04/2020,South East,632
21/10/2020,West Midlands,2227
20/04/2020,South East,490
19/04/2020,South East,414
18/04/2020,South East,523
17/04/2020,South East,706
16/04/2020,South East,656
11/09/2020,South West,94
20/10/2020,West Midlands,2272
19/10/2020,West Midlands,2203
18/10/2020,West Midlands,1186
17/10/2020,West Midlands,1234
16/10/2020,West Midlands,1618
15/10/2020,West Midlands,1586
14/10/2020,West Midlands,1573
13/10/2020,West Midlands,1489
12/10/2020,West Midlands,1498
11/10/2020,West Midlands,916
10/10/2020,West Midlands,920
15/04/2020,South East,712
14/04/2020,South East,554
13/04/2020,South East,576
12/04/2020,South East,484
10/09/2020,South West,84
09/09/2020,South West,75
08/09/2020,South West,75
07/09/2020,South West,97
06/09/2020,South West,73
05/09/2020,South West,83
04/09/2020,South West,132
09/10/2020,West Midlands,1190
08/10/2020,West Midlands,1265
11/04/2020,South East,381
10/04/2020,South East,576
09/04/2020,South East,523
08/04/2020,South East,564
07/04/2020,South East,718
06/04/2020,South East,592
05/04/2020,South East,424
03/09/2020,South West,146
04/04/2020,South East,455
03/04/2020,South East,518
02/09/2020,South West,131
07/10/2020,West Midlands,1216
01/09/2020,South West,99
31/08/2020,South West,57
30/08/2020,South West,34
29/08/2020,South West,50
28/08/2020,South West,72
27/08/2020,South West,56
26/08/2020,South West,62
02/04/2020,South East,484
01/04/2020,South East,547
31/03/2020,South East,470
25/08/2020,South West,50
24/08/2020,South West,49
23/08/2020,South West,41
22/08/2020,South West,39
21/08/2020,South West,64
20/08/2020,South West,85
06/10/2020,West Midlands,1216
30/03/2020,South East,477
29/03/2020,South East,295
05/10/2020,West Midlands,1156
19/08/2020,South West,69
28/03/2020,South East,339
27/03/2020,South East,330
26/03/2020,South East,319
18/08/2020,South West,58
17/08/2020,South West,48
04/10/2020,West Midlands,684
16/08/2020,South West,37
15/08/2020,South West,24
25/03/2020,South East,306
24/03/2020,South East,236
14/08/2020,South West,55
13/08/2020,South West,53
23/03/2020,South East,282
22/03/2020,South East,170
21/03/2020,South East,128
03/10/2020,West Midlands,741
02/10/2020,West Midlands,940
20/03/2020,South East,127
12/08/2020,South West,42
01/10/2020,West Midlands,886
19/03/2020,South East,127
11/08/2020,South West,41
18/03/2020,South East,122
17/03/2020,South East,89
16/03/2020,South East,78
15/03/2020,South East,53
14/03/2020,South East,41
10/08/2020,South West,42
30/09/2020,West Midlands,936
13/03/2020,South East,53
12/03/2020,South East,86
11/03/2020,South East,50
10/03/2020,South East,36
09/03/2020,South East,24
08/03/2020,South East,10
07/03/2020,South East,4
09/08/2020,South West,15
06/03/2020,South East,16
05/03/2020,South East,5
04/03/2020,South East,7
03/03/2020,South East,9
29/09/2020,West Midlands,753
02/03/2020,South East,1
01/03/2020,South East,0
28/09/2020,West Midlands,693
27/09/2020,West Midlands,495
26/09/2020,West Midlands,565
25/09/2020,West Midlands,601
24/09/2020,West Midlands,690
23/09/2020,West Midlands,684
22/09/2020,West Midlands,610
21/09/2020,West Midlands,646
20/09/2020,West Midlands,598
08/08/2020,South West,25
19/09/2020,West Midlands,580
18/09/2020,West Midlands,581
17/09/2020,West Midlands,507
16/09/2020,West Midlands,457
15/09/2020,West Midlands,362
14/09/2020,West Midlands,323
29/02/2020,South East,2
28/02/2020,South East,2
27/02/2020,South East,2
26/02/2020,South East,0
13/09/2020,West Midlands,218
12/09/2020,West Midlands,290
25/02/2020,South East,1
11/09/2020,West Midlands,359
24/02/2020,South East,1
23/02/2020,South East,1
22/02/2020,South East,0
10/09/2020,West Midlands,385
07/08/2020,South West,41
06/08/2020,South West,45
05/08/2020,South West,40
04/08/2020,South West,54
09/09/2020,West Midlands,386
03/08/2020,South West,43
02/08/2020,South West,10
01/08/2020,South West,9
31/07/2020,South West,29
30/07/2020,South West,63
21/02/2020,South East,0
29/07/2020,South West,53
20/02/2020,South East,0
19/02/2020,South East,0
18/02/2020,South East,0
17/02/2020,South East,0
16/02/2020,South East,0
15/02/2020,South East,0
14/02/2020,South East,0
08/09/2020,West Midlands,430
13/02/2020,South East,0
12/02/2020,South East,0
07/09/2020,West Midlands,487
06/09/2020,West Midlands,320
11/02/2020,South East,0
05/09/2020,West Midlands,307
28/07/2020,South West,34
04/09/2020,West Midlands,435
27/07/2020,South West,39
26/07/2020,South West,20
10/02/2020,South East,0
09/02/2020,South East,1
25/07/2020,South West,16
24/07/2020,South West,34
23/07/2020,South West,39
08/02/2020,South East,4
22/07/2020,South West,30
07/02/2020,South East,0
21/07/2020,South West,35
20/07/2020,South West,22
19/07/2020,South West,9
03/09/2020,West Midlands,364
18/07/2020,South West,12
02/09/2020,West Midlands,346
17/07/2020,South West,20
06/02/2020,South East,0
28/12/2020,East Midlands,84
27/12/2020,East Midlands,2050
26/12/2020,East Midlands,1799
25/12/2020,East Midlands,660
24/12/2020,East Midlands,1290
23/12/2020,East Midlands,1951
01/09/2020,West Midlands,256
31/08/2020,West Midlands,127
30/08/2020,West Midlands,94
29/08/2020,West Midlands,111
28/08/2020,West Midlands,154
27/08/2020,West Midlands,143
26/08/2020,West Midlands,125
25/08/2020,West Midlands,142
24/08/2020,West Midlands,137
05/02/2020,South East,1
23/08/2020,West Midlands,82
22/08/2020,West Midlands,76
21/08/2020,West Midlands,104
20/08/2020,West Midlands,163
19/08/2020,West Midlands,118
18/08/2020,West Midlands,110
17/08/2020,West Midlands,138
16/08/2020,West Midlands,73
22/12/2020,East Midlands,2061
15/08/2020,West Midlands,96
14/08/2020,West Midlands,171
13/08/2020,West Midlands,117
12/08/2020,West Midlands,133
11/08/2020,West Midlands,164
10/08/2020,West Midlands,158
09/08/2020,West Midlands,77
08/08/2020,West Midlands,74
21/12/2020,East Midlands,2357
20/12/2020,East Midlands,1690
19/12/2020,East Midlands,1333
18/12/2020,East Midlands,1704
17/12/2020,East Midlands,1670
16/12/2020,East Midlands,1683
15/12/2020,East Midlands,1720
14/12/2020,East Midlands,2039
16/07/2020,South West,27
13/12/2020,East Midlands,1043
12/12/2020,East Midlands,1030
11/12/2020,East Midlands,1432
10/12/2020,East Midlands,1429
09/12/2020,East Midlands,1411
08/12/2020,East Midlands,1405
07/12/2020,East Midlands,1566
06/12/2020,East Midlands,955
07/08/2020,West Midlands,106
05/12/2020,East Midlands,855
04/12/2020,East Midlands,1096
15/07/2020,South West,17
06/08/2020,West Midlands,113
05/08/2020,West Midlands,95
14/07/2020,South West,19
13/07/2020,South West,17
12/07/2020,South West,6
11/07/2020,South West,6
10/07/2020,South West,13
04/08/2020,West Midlands,98
03/12/2020,East Midlands,1240
03/08/2020,West Midlands,89
09/07/2020,South West,17
08/07/2020,South West,15
07/07/2020,South West,16
06/07/2020,South West,23
05/07/2020,South West,17
04/07/2020,South West,9
02/12/2020,East Midlands,1257
03/07/2020,South West,8
02/07/2020,South West,11
01/12/2020,East Midlands,1269
30/11/2020,East Midlands,1443
29/11/2020,East Midlands,795
28/11/2020,East Midlands,873
27/11/2020,East Midlands,1122
26/11/2020,East Midlands,1167
25/11/2020,East Midlands,1343
24/11/2020,East Midlands,1459
23/11/2020,East Midlands,1629
22/11/2020,East Midlands,1010
21/11/2020,East Midlands,1095
20/11/2020,East Midlands,1471
19/11/2020,East Midlands,1496
18/11/2020,East Midlands,1832
17/11/2020,East Midlands,2109
16/11/2020,East Midlands,2579
15/11/2020,East Midlands,1410
14/11/2020,East Midlands,1709
02/08/2020,West Midlands,42
01/07/2020,South West,24
01/08/2020,West Midlands,54
31/07/2020,West Midlands,82
30/06/2020,South West,18
29/06/2020,South West,16
30/07/2020,West Midlands,80
28/06/2020,South West,11
29/07/2020,West Midlands,90
28/07/2020,West Midlands,89
27/06/2020,South West,8
26/06/2020,South West,12
27/07/2020,West Midlands,77
25/06/2020,South West,9
26/07/2020,West Midlands,65
25/07/2020,West Midlands,67
24/06/2020,South West,17
23/06/2020,South West,15
22/06/2020,South West,19
21/06/2020,South West,8
20/06/2020,South West,8
19/06/2020,South West,24
18/06/2020,South West,13
17/06/2020,South West,16
16/06/2020,South West,15
24/07/2020,West Midlands,79
23/07/2020,West Midlands,89
22/07/2020,West Midlands,77
21/07/2020,West Midlands,80
20/07/2020,West Midlands,81
19/07/2020,West Midlands,40
13/11/2020,East Midlands,2147
12/11/2020,East Midlands,2168
11/11/2020,East Midlands,2650
10/11/2020,East Midlands,2659
09/11/2020,East Midlands,2993
08/11/2020,East Midlands,2016
07/11/2020,East Midlands,1751
15/06/2020,South West,20
14/06/2020,South West,9
13/06/2020,South West,13
06/11/2020,East Midlands,2293
18/07/2020,West Midlands,51
17/07/2020,West Midlands,68
16/07/2020,West Midlands,65
05/11/2020,East Midlands,2197
15/07/2020,West Midlands,108
14/07/2020,West Midlands,72
13/07/2020,West Midlands,78
12/07/2020,West Midlands,38
04/11/2020,East Midlands,2146
03/11/2020,East Midlands,2360
11/07/2020,West Midlands,40
10/07/2020,West Midlands,43
09/07/2020,West Midlands,123
08/07/2020,West Midlands,65
07/07/2020,West Midlands,60
06/07/2020,West Midlands,53
05/07/2020,West Midlands,36
04/07/2020,West Midlands,23
03/07/2020,West Midlands,41
02/11/2020,East Midlands,3245
01/11/2020,East Midlands,1230
31/10/2020,East Midlands,1502
30/10/2020,East Midlands,2062
29/10/2020,East Midlands,2102
12/06/2020,South West,19
11/06/2020,South West,25
10/06/2020,South West,31
28/10/2020,East Midlands,2143
27/10/2020,East Midlands,2049
09/06/2020,South West,25
02/07/2020,West Midlands,54
01/07/2020,West Midlands,50
08/06/2020,South West,23
30/06/2020,West Midlands,51
29/06/2020,West Midlands,56
26/10/2020,East Midlands,2352
25/10/2020,East Midlands,1476
24/10/2020,East Midlands,1461
23/10/2020,East Midlands,1841
28/06/2020,West Midlands,26
27/06/2020,West Midlands,44
26/06/2020,West Midlands,69
22/10/2020,East Midlands,2124
25/06/2020,West Midlands,56
24/06/2020,West Midlands,54
23/06/2020,West Midlands,52
22/06/2020,West Midlands,67
21/10/2020,East Midlands,2119
21/06/2020,West Midlands,37
07/06/2020,South West,18
20/10/2020,East Midlands,2125
20/06/2020,West Midlands,48
19/10/2020,East Midlands,2381
18/10/2020,East Midlands,1083
19/06/2020,West Midlands,52
18/06/2020,West Midlands,83
17/06/2020,West Midlands,80
16/06/2020,West Midlands,106
15/06/2020,West Midlands,103
14/06/2020,West Midlands,75
17/10/2020,East Midlands,1208
13/06/2020,West Midlands,86
12/06/2020,West Midlands,79
11/06/2020,West Midlands,92
10/06/2020,West Midlands,92
09/06/2020,West Midlands,101
08/06/2020,West Midlands,119
07/06/2020,West Midlands,64
06/06/2020,West Midlands,77
06/06/2020,South West,24
05/06/2020,West Midlands,102
04/06/2020,West Midlands,136
03/06/2020,West Midlands,124
02/06/2020,West Midlands,125
01/06/2020,West Midlands,125
31/05/2020,West Midlands,78
16/10/2020,East Midlands,1292
15/10/2020,East Midlands,1430
14/10/2020,East Midlands,1796
13/10/2020,East Midlands,1576
05/06/2020,South West,51
12/10/2020,East Midlands,1767
04/06/2020,South West,65
03/06/2020,South West,68
02/06/2020,South West,52
01/06/2020,South West,52
31/05/2020,South West,62
30/05/2020,South West,51
11/10/2020,East Midlands,1106
29/05/2020,South West,75
28/05/2020,South West,116
10/10/2020,East Midlands,1126
27/05/2020,South West,104
26/05/2020,South West,81
25/05/2020,South West,61
30/05/2020,West Midlands,115
29/05/2020,West Midlands,155
28/05/2020,West Midlands,155
27/05/2020,West Midlands,194
24/05/2020,South West,59
26/05/2020,West Midlands,152
23/05/2020,South West,41
25/05/2020,West Midlands,138
24/05/2020,West Midlands,135
23/05/2020,West Midlands,148
22/05/2020,West Midlands,196
22/05/2020,South West,82
21/05/2020,West Midlands,224
20/05/2020,West Midlands,254
21/05/2020,South West,87
19/05/2020,West Midlands,279
18/05/2020,West Midlands,208
20/05/2020,South West,137
17/05/2020,West Midlands,172
16/05/2020,West Midlands,175
19/05/2020,South West,108
18/05/2020,South West,119
17/05/2020,South West,97
16/05/2020,South West,92
15/05/2020,West Midlands,266
14/05/2020,West Midlands,257
09/10/2020,East Midlands,1439
13/05/2020,West Midlands,244
15/05/2020,South West,104
14/05/2020,South West,94
13/05/2020,South West,177
12/05/2020,West Midlands,309
11/05/2020,West Midlands,250
08/10/2020,East Midlands,1935
07/10/2020,East Midlands,1701
10/05/2020,West Midlands,218
09/05/2020,West Midlands,163
08/05/2020,West Midlands,341
12/05/2020,South West,178
11/05/2020,South West,254
10/05/2020,South West,134
09/05/2020,South West,107
08/05/2020,South West,178
07/05/2020,South West,180
07/05/2020,West Midlands,369
06/05/2020,West Midlands,314
05/05/2020,West Midlands,318
06/05/2020,South West,200
06/10/2020,East Midlands,1502
05/05/2020,South West,172
04/05/2020,South West,165
04/05/2020,West Midlands,237
03/05/2020,West Midlands,297
02/05/2020,West Midlands,319
01/05/2020,West Midlands,471
30/04/2020,West Midlands,451
05/10/2020,East Midlands,1568
04/10/2020,East Midlands,1158
03/10/2020,East Midlands,1019
02/10/2020,East Midlands,1200
01/10/2020,East Midlands,1046
30/09/2020,East Midlands,871
29/09/2020,East Midlands,604
28/09/2020,East Midlands,561
27/09/2020,East Midlands,396
26/09/2020,East Midlands,323
25/09/2020,East Midlands,327
29/04/2020,West Midlands,441
28/04/2020,West Midlands,375
27/04/2020,West Midlands,418
26/04/2020,West Midlands,316
25/04/2020,West Midlands,386
24/04/2020,West Midlands,482
23/04/2020,West Midlands,551
22/04/2020,West Midlands,579
21/04/2020,West Midlands,493
03/05/2020,South West,176
02/05/2020,South West,208
24/09/2020,East Midlands,334
23/09/2020,East Midlands,296
22/09/2020,East Midlands,269
21/09/2020,East Midlands,292
20/09/2020,East Midlands,265
19/09/2020,East Midlands,248
18/09/2020,East Midlands,259
20/04/2020,West Midlands,402
17/09/2020,East Midlands,252
16/09/2020,East Midlands,243
19/04/2020,West Midlands,340
01/05/2020,South West,265
18/04/2020,West Midlands,548
17/04/2020,West Midlands,445
15/09/2020,East Midlands,206
30/04/2020,South West,245
14/09/2020,East Midlands,199
16/04/2020,West Midlands,511
15/04/2020,West Midlands,387
29/04/2020,South West,348
14/04/2020,West Midlands,322
28/04/2020,South West,276
13/04/2020,West Midlands,279
12/04/2020,West Midlands,239
11/04/2020,West Midlands,253
10/04/2020,West Midlands,362
09/04/2020,West Midlands,345
08/04/2020,West Midlands,361
07/04/2020,West Midlands,386
06/04/2020,West Midlands,360
05/04/2020,West Midlands,290
04/04/2020,West Midlands,345
27/04/2020,South West,321
03/04/2020,West Midlands,372
13/09/2020,East Midlands,123
02/04/2020,West Midlands,449
12/09/2020,East Midlands,141
11/09/2020,East Midlands,218
10/09/2020,East Midlands,207
09/09/2020,East Midlands,252
08/09/2020,East Midlands,311
01/04/2020,West Midlands,409
31/03/2020,West Midlands,414
07/09/2020,East Midlands,343
26/04/2020,South West,254
25/04/2020,South West,200
24/04/2020,South West,250
23/04/2020,South West,281
22/04/2020,South West,286
30/03/2020,West Midlands,431
29/03/2020,West Midlands,366
28/03/2020,West Midlands,323
27/03/2020,West Midlands,279
26/03/2020,West Midlands,314
21/04/2020,South West,228
20/04/2020,South West,184
19/04/2020,South West,201
18/04/2020,South West,167
17/04/2020,South West,239
16/04/2020,South West,262
15/04/2020,South West,211
14/04/2020,South West,185
13/04/2020,South West,194
12/04/2020,South West,179
25/03/2020,West Midlands,240
11/04/2020,South West,172
06/09/2020,East Midlands,135
24/03/2020,West Midlands,250
23/03/2020,West Midlands,240
22/03/2020,West Midlands,111
05/09/2020,East Midlands,166
21/03/2020,West Midlands,125
04/09/2020,East Midlands,182
03/09/2020,East Midlands,234
02/09/2020,East Midlands,244
10/04/2020,South West,234
09/04/2020,South West,246
20/03/2020,West Midlands,151
19/03/2020,West Midlands,123
01/09/2020,East Midlands,158
31/08/2020,East Midlands,87
18/03/2020,West Midlands,99
08/04/2020,South West,237
17/03/2020,West Midlands,69
07/04/2020,South West,212
06/04/2020,South West,185
05/04/2020,South West,153
30/08/2020,East Midlands,61
29/08/2020,East Midlands,48
04/04/2020,South West,174
03/04/2020,South West,191
16/03/2020,West Midlands,56
28/08/2020,East Midlands,95
15/03/2020,West Midlands,44
02/04/2020,South West,183
27/08/2020,East Midlands,83
14/03/2020,West Midlands,31
13/03/2020,West Midlands,40
12/03/2020,West Midlands,47
11/03/2020,West Midlands,29
10/03/2020,West Midlands,17
09/03/2020,West Midlands,8
26/08/2020,East Midlands,91
25/08/2020,East Midlands,73
01/04/2020,South West,183
08/03/2020,West Midlands,4
31/03/2020,South West,142
07/03/2020,West Midlands,6
24/08/2020,East Midlands,88
23/08/2020,East Midlands,52
22/08/2020,East Midlands,49
21/08/2020,East Midlands,101
20/08/2020,East Midlands,100
19/08/2020,East Midlands,101
18/08/2020,East Midlands,77
06/03/2020,West Midlands,2
17/08/2020,East Midlands,138
05/03/2020,West Midlands,6
16/08/2020,East Midlands,58
04/03/2020,West Midlands,3
30/03/2020,South West,164
15/08/2020,East Midlands,55
14/08/2020,East Midlands,87
03/03/2020,West Midlands,1
29/03/2020,South West,101
02/03/2020,West Midlands,4
13/08/2020,East Midlands,109
28/03/2020,South West,102
01/03/2020,West Midlands,2
27/03/2020,South West,128
29/02/2020,West Midlands,0
26/03/2020,South West,119
25/03/2020,South West,104
24/03/2020,South West,68
23/03/2020,South West,62
22/03/2020,South West,44
28/02/2020,West Midlands,0
27/02/2020,West Midlands,0
26/02/2020,West Midlands,0
25/02/2020,West Midlands,0
24/02/2020,West Midlands,0
23/02/2020,West Midlands,0
22/02/2020,West Midlands,1
21/03/2020,South West,42
20/03/2020,South West,43
12/08/2020,East Midlands,119
11/08/2020,East Midlands,176
19/03/2020,South West,21
18/03/2020,South West,44
17/03/2020,South West,21
16/03/2020,South West,18
15/03/2020,South West,17
14/03/2020,South West,10
13/03/2020,South West,30
10/08/2020,East Midlands,211
12/03/2020,South West,18
11/03/2020,South West,14
10/03/2020,South West,11
09/03/2020,South West,5
08/03/2020,South West,3
09/08/2020,East Midlands,72
08/08/2020,East Midlands,74
07/08/2020,East Midlands,92
07/03/2020,South West,5
06/03/2020,South West,11
05/03/2020,South West,3
06/08/2020,East Midlands,113
05/08/2020,East Midlands,114
04/03/2020,South West,6
03/03/2020,South West,10
04/08/2020,East Midlands,88
03/08/2020,East Midlands,108
02/08/2020,East Midlands,54
02/03/2020,South West,8
01/08/2020,East Midlands,69
31/07/2020,East Midlands,75
30/07/2020,East Midlands,111
29/07/2020,East Midlands,108
28/07/2020,East Midlands,77
27/07/2020,East Midlands,92
26/07/2020,East Midlands,38
25/07/2020,East Midlands,44
01/03/2020,South West,3
24/07/2020,East Midlands,83
23/07/2020,East Midlands,94
22/07/2020,East Midlands,88
21/07/2020,East Midlands,68
20/07/2020,East Midlands,82
19/07/2020,East Midlands,48
18/07/2020,East Midlands,63
17/07/2020,East Midlands,80
29/02/2020,South West,0
16/07/2020,East Midlands,92
15/07/2020,East Midlands,112
28/02/2020,South West,0
27/02/2020,South West,1
26/02/2020,South West,1
14/07/2020,East Midlands,89
13/07/2020,East Midlands,104
12/07/2020,East Midlands,46
11/07/2020,East Midlands,94
10/07/2020,East Midlands,98
09/07/2020,East Midlands,94
08/07/2020,East Midlands,110
07/07/2020,East Midlands,108
06/07/2020,East Midlands,139
05/07/2020,East Midlands,127
04/07/2020,East Midlands,84
03/07/2020,East Midlands,108
02/07/2020,East Midlands,105
01/07/2020,East Midlands,120
30/06/2020,East Midlands,129
29/06/2020,East Midlands,129
28/06/2020,East Midlands,78
27/06/2020,East Midlands,87
26/06/2020,East Midlands,114
25/06/2020,East Midlands,126
24/06/2020,East Midlands,173
23/06/2020,East Midlands,170
22/06/2020,East Midlands,177
21/06/2020,East Midlands,131
20/06/2020,East Midlands,145
19/06/2020,East Midlands,153
18/06/2020,East Midlands,169
17/06/2020,East Midlands,164
16/06/2020,East Midlands,161
15/06/2020,East Midlands,165
14/06/2020,East Midlands,144
13/06/2020,East Midlands,132
12/06/2020,East Midlands,173
11/06/2020,East Midlands,182
10/06/2020,East Midlands,166
09/06/2020,East Midlands,177
08/06/2020,East Midlands,174
07/06/2020,East Midlands,127
06/06/2020,East Midlands,105
05/06/2020,East Midlands,155
04/06/2020,East Midlands,143
03/06/2020,East Midlands,174
02/06/2020,East Midlands,218
01/06/2020,East Midlands,217
31/05/2020,East Midlands,149
30/05/2020,East Midlands,139
29/05/2020,East Midlands,170
28/05/2020,East Midlands,191
27/05/2020,East Midlands,197
26/05/2020,East Midlands,160
25/05/2020,East Midlands,192
24/05/2020,East Midlands,145
23/05/2020,East Midlands,164
22/05/2020,East Midlands,240
20/05/2020,East Midlands,274
19/05/2020,East Midlands,293
18/05/2020,East Midlands,271
17/05/2020,East Midlands,203
16/05/2020,East Midlands,256
15/05/2020,East Midlands,252
14/05/2020,East Midlands,226
13/05/2020,East Midlands,298
12/05/2020,East Midlands,322
11/05/2020,East Midlands,307
10/05/2020,East Midlands,199
09/05/2020,East Midlands,176
08/05/2020,East Midlands,268
07/05/2020,East Midlands,312
06/05/2020,East Midlands,334
05/05/2020,East Midlands,284
04/05/2020,East Midlands,235
03/05/2020,East Midlands,169
02/05/2020,East Midlands,198
01/05/2020,East Midlands,294
30/04/2020,East Midlands,294
29/04/2020,East Midlands,378
28/04/2020,East Midlands,272
27/04/2020,East Midlands,319
26/04/2020,East Midlands,242
25/04/2020,East Midlands,246
24/04/2020,East Midlands,298
23/04/2020,East Midlands,269
22/04/2020,East Midlands,334
21/04/2020,East Midlands,219
20/04/2020,East Midlands,187
19/04/2020,East Midlands,246
18/04/2020,East Midlands,195
17/04/2020,East Midlands,255
16/04/2020,East Midlands,267
15/04/2020,East Midlands,217
14/04/2020,East Midlands,210
13/04/2020,East Midlands,172
12/04/2020,East Midlands,214
11/04/2020,East Midlands,174
10/04/2020,East Midlands,172
09/04/2020,East Midlands,233
08/04/2020,East Midlands,187
07/04/2020,East Midlands,228
06/04/2020,East Midlands,214
05/04/2020,East Midlands,149
04/04/2020,East Midlands,189
03/04/2020,East Midlands,259
02/04/2020,East Midlands,212
01/04/2020,East Midlands,295
31/03/2020,East Midlands,277
30/03/2020,East Midlands,206
29/03/2020,East Midlands,129
28/03/2020,East Midlands,158
27/03/2020,East Midlands,137
26/03/2020,East Midlands,155
25/03/2020,East Midlands,116
24/03/2020,East Midlands,135
23/03/2020,East Midlands,117
22/03/2020,East Midlands,99
21/03/2020,East Midlands,69
20/03/2020,East Midlands,53
19/03/2020,East Midlands,66
18/03/2020,East Midlands,48
17/03/2020,East Midlands,33
16/03/2020,East Midlands,34
15/03/2020,East Midlands,26
14/03/2020,East Midlands,19
13/03/2020,East Midlands,22
12/03/2020,East Midlands,17
11/03/2020,East Midlands,25
10/03/2020,East Midlands,12
09/03/2020,East Midlands,10
08/03/2020,East Midlands,1
07/03/2020,East Midlands,5
06/03/2020,East Midlands,7
05/03/2020,East Midlands,3
04/03/2020,East Midlands,2
03/03/2020,East Midlands,7
02/03/2020,East Midlands,2
01/03/2020,East Midlands,1
29/02/2020,East Midlands,1
28/02/2020,East Midlands,1
27/02/2020,East Midlands,0
26/02/2020,East Midlands,0
25/02/2020,East Midlands,1
24/02/2020,East Midlands,0
23/02/2020,East Midlands,0
22/02/2020,East Midlands,0
21/02/2020,East Midlands,1
21/05/2020,East Midlands,281
